,0,1,2,3,4,5,6,7,8,9,10,11
2144,1.081,96.6,1.596,2.754,0.844,6.13,1.933,6.074,1.827,3.135,3.572,13.49
2145,39.16,56.4,43.75,51.12,17.75,64.94,5.246,4.734,21.64,12.51,9.87,10.4
2146,5.54,21.3,14.66,9.45,5.57,61.3,7.254,21.02,11.055,12.05,13.09,11.06
2147,4.387,20.23,39.56,7.723,10.68,40.12,5.266,3.424,1.487,1.286,1.261,2.863
2148,11.234,9.03,62.12,9.49,17.44,13.49,5.918,9.28,24.3,15.55,9.91,6.18
2149,2.682,6.098,4.152,4.555,2.053,27.3,1.822,5.03,5.246,4.535,1.015,3.283
2150,8.99,35.1,35.38,19.08,14.78,46.44,23.28,12.914,6.473,6.145,6.7,12.65
2151,6.598,32.3,18.27,14.86,10.3,42.72,8.14,10.234,11.414,10.02,11.89,7.66
2152,20.44,14.8,7.188,38.03,8.0,10.086,9.58,9.836,14.68,14.945,19.44,50.66
2153,32.28,19.17,4.582,23.36,6.594,9.37,7.527,1.271,1.6875,8.695,18.31,10.43
2154,31.55,35.9,51.25,32.84,33.66,40.2,10.55,2.697,7.484,4.023,3.594,6.49
2155,21.42,30.58,24.14,20.64,42.84,19.17,19.92,14.88,21.36,23.77,17.23,17.08
2156,21.0,18.53,11.17,22.61,15.336,3.973,17.9,9.74,8.25,5.195,5.516,6.67
2157,38.44,28.11,44.12,32.62,29.14,30.33,20.66,7.76,11.28,13.86,10.57,17.47
2158,8.43,44.9,20.98,17.6,9.17,97.9,8.41,8.17,17.8,16.88,19.23,13.8
2159,12.41,18.64,50.9,17.84,21.73,26.25,7.133,5.24,3.05,1.327,10.93,10.54
2160,9.4,11.49,50.94,9.1,12.69,26.08,2.332,3.467,13.375,4.117,2.473,3.738
2161,14.15,36.25,34.28,24.16,15.89,39.5,6.715,10.0,31.2,17.86,17.52,15.125
2162,59.88,32.56,67.6,45.78,63.94,23.98,8.984,10.7,6.406,12.305,12.8,10.97
2163,13.44,13.77,10.52,29.67,6.504,5.22,19.34,8.46,8.53,5.12,8.34,18.19
2164,36.3,28.14,24.11,33.72,45.88,21.67,6.625,4.29,6.62,12.99,33.25,25.08
2165,32.53,57.38,186.8,45.62,32.56,67.0,7.79,15.1,18.81,17.3,25.45,26.94
2166,27.05,12.27,129.4,13.21,69.75,26.5,7.508,6.75,10.22,3.11,3.443,5.47
2167,16.95,27.12,68.9,23.4,69.6,32.3,15.734,4.83,8.28,11.625,9.484,10.055
2168,10.73,11.38,29.05,9.59,15.914,16.31,5.156,8.664,47.0,32.4,8.11,6.29
2169,10.69,31.33,127.9,17.94,13.03,37.1,7.617,7.285,10.63,8.88,6.21,11.305
2170,10.164,19.06,87.6,12.17,24.9,32.75,10.1,7.605,17.36,8.945,6.85,9.43
2171,15.805,14.79,26.6,9.06,32.62,20.03,13.97,6.31,6.95,4.984,3.43,4.316
2172,19.64,38.34,41.4,24.92,23.73,54.2,13.72,7.58,7.773,12.53,16.27,13.96
2173,20.88,69.75,110.3,50.3,9.8,105.44,5.723,9.664,23.1,16.73,19.23,31.56
2174,3.855,12.12,3.953,6.215,2.295,7.62,6.953,8.805,6.926,3.252,3.879,1.843
2175,7.05,33.22,3.691,33.3,1.036,11.016,4.574,10.46,9.664,8.66,14.91,26.78
2176,26.78,54.78,49.8,49.97,35.75,45.0,14.08,11.74,28.42,19.39,23.05,23.48
2177,3.574,6.195,4.008,4.613,2.385,14.56,1.521,7.137,14.68,4.51,2.164,1.965
2178,6.254,10.5,12.15,8.57,10.266,17.3,2.336,8.734,8.36,2.479,1.656,3.033
2179,18.25,11.914,42.1,13.45,16.38,13.97,45.03,6.68,4.85,5.84,8.38,14.13
2180,7.473,20.4,3.996,11.26,7.332,9.11,6.45,8.71,20.03,9.25,9.67,11.055
2181,13.93,53.03,25.61,34.84,7.812,73.9,11.42,9.875,15.18,11.96,12.516,14.24
2182,9.875,38.12,31.56,20.17,14.56,23.75,1.342,5.527,10.04,12.266,15.12,7.695
2183,33.97,2.371,1.491,7.59,3.508,1.502,4.004,6.453,24.38,45.5,8.04,11.63
2184,31.05,26.61,8.984,32.66,9.625,17.19,16.38,8.88,13.86,15.23,16.25,15.12
2185,16.55,12.55,13.17,12.19,16.83,11.87,8.164,3.41,6.273,5.496,4.824,9.93
2186,16.67,25.3,50.8,17.52,27.28,34.72,13.03,37.44,19.83,12.51,8.97,13.33
2187,32.75,125.25,10.09,71.4,10.64,89.56,11.22,26.28,43.97,26.12,20.1,32.5
2188,35.75,54.97,65.94,45.97,49.28,62.88,9.5,17.38,23.33,28.11,28.34,24.89
2189,5.496,11.34,22.16,7.43,6.703,40.16,14.73,5.5,6.117,8.68,6.14,6.52
2190,12.39,37.16,15.79,22.52,5.188,124.75,20.75,8.695,7.645,11.484,9.12,10.67
2191,30.0,17.98,24.27,18.2,20.23,21.62,19.4,3.54,12.32,2.682,5.777,12.44
2192,26.58,21.02,20.19,22.14,26.6,17.64,15.76,4.457,8.766,4.19,6.395,12.32
2193,7.945,98.44,67.4,43.5,37.47,136.2,5.117,8.83,30.9,24.39,9.42,9.336
2194,6.77,11.34,10.66,6.535,6.3,17.9,4.133,5.08,7.992,4.54,3.555,4.48
2195,58.2,40.06,30.56,39.66,54.28,36.6,4.457,24.83,35.72,4.598,10.19,7.6
2196,10.63,24.2,83.6,14.08,8.38,46.38,18.55,15.43,9.24,3.107,4.586,6.445
2197,16.94,36.16,66.3,21.28,22.03,85.5,9.31,11.74,7.6,9.625,12.84,22.11
2198,17.84,24.73,28.69,20.19,17.95,32.44,13.85,6.312,10.24,7.664,9.17,8.8
2199,11.47,27.23,7.684,15.76,8.7,16.75,45.62,6.48,5.883,2.44,3.35,4.43
2200,17.06,87.5,34.62,46.84,19.33,53.3,43.4,25.36,64.4,26.33,29.39,44.3
2201,19.14,34.38,23.53,32.4,21.52,24.72,37.2,13.945,9.46,19.58,5.566,7.145
2202,21.5,13.234,16.64,12.65,42.03,15.94,11.57,15.81,22.27,6.887,9.086,10.484
2203,15.695,11.08,22.9,11.14,34.75,13.99,3.576,12.34,9.63,14.4,9.83,4.758
2204,1.75,8.516,3.734,13.78,1.854,7.055,6.35,2.133,10.8,3.701,37.8,10.87
2205,18.58,57.5,10.266,29.48,7.19,31.5,5.6,8.24,33.88,13.625,6.766,10.47
2206,4.79,10.234,1.485,14.945,2.14,1.645,11.84,4.23,8.53,5.465,23.23,37.12
2207,25.4,5.652,2.844,79.9,6.582,3.236,4.938,5.418,4.812,26.34,9.875,15.305
2208,14.625,9.484,9.69,9.52,12.516,9.484,6.7,6.562,5.637,5.688,4.246,6.89
2209,19.78,44.7,27.66,26.25,24.44,21.69,25.78,2.525,2.85,10.33,28.03,28.36
2210,20.77,12.64,35.44,13.625,39.8,13.97,6.566,6.766,11.11,10.27,11.51,8.7
2211,17.4,36.72,14.055,26.08,10.78,45.75,8.41,18.17,11.14,13.44,14.65,8.95
2212,7.83,32.1,14.02,11.76,2.629,42.66,1.442,7.06,9.805,4.78,3.664,3.414
2213,10.99,25.95,7.51,18.44,8.52,33.2,2.76,23.98,26.53,47.16,48.25,4.273
2214,10.11,36.6,43.84,19.72,5.09,86.75,6.895,22.16,14.95,8.34,10.03,7.52
2215,17.3,20.38,50.78,19.1,10.99,29.53,4.85,5.91,12.46,2.158,5.883,11.9
2216,7.215,5.746,6.13,6.633,8.38,6.145,6.746,13.68,9.52,3.57,4.477,3.07
2217,10.73,20.34,15.93,10.88,11.16,31.1,8.086,12.8,15.43,25.95,57.94,53.28
2218,2.291,5.473,23.08,3.35,4.19,20.7,2.566,4.113,10.53,1.222,1.964,1.315
2219,15.02,54.25,52.53,34.62,14.45,87.6,27.0,10.96,25.55,16.38,14.695,18.17
2220,10.95,54.25,20.86,19.86,6.754,94.75,5.453,2.744,10.23,9.086,9.88,9.22
2221,10.94,5.258,1.415,13.74,4.832,0.876,8.67,9.41,11.125,4.547,8.305,7.508
2222,16.78,81.5,29.42,38.47,5.754,94.25,5.188,4.66,14.4,6.367,3.562,12.805
2223,22.39,24.31,18.0,27.69,46.9,20.7,2.404,2.33,17.0,7.137,10.24,13.484
2224,14.36,90.56,24.53,29.84,17.23,81.25,10.664,1.423,2.637,7.62,54.2,26.98
2225,9.6,16.62,22.52,12.71,5.324,20.92,5.805,11.69,5.9,3.629,7.355,7.758
2226,18.56,146.9,16.78,58.8,5.0,46.97,1.534,1.921,8.22,10.48,19.5,21.94
2227,8.6,10.33,4.867,14.22,5.29,6.387,3.742,5.047,11.555,17.39,5.758,7.95
2228,28.12,28.67,16.75,25.31,32.62,23.02,28.77,20.33,21.4,19.92,8.54,8.53
2229,10.17,14.49,27.6,8.24,14.91,32.47,7.047,13.09,40.16,14.766,11.21,10.086
2230,26.97,36.12,18.75,32.4,27.86,26.22,5.53,11.18,24.73,6.992,6.684,10.78
2231,23.1,38.47,25.27,33.97,23.16,14.336,15.83,22.12,24.64,26.22,14.94,19.3
2232,16.6,29.8,5.535,24.19,13.9,7.816,5.67,9.9,2.406,3.41,2.549,6.76
2233,1.562,9.266,1.947,3.152,1.405,10.76,2.838,7.55,7.71,5.79,2.105,1.63
2234,6.184,45.53,3.352,11.695,3.637,9.29,0.8765,1.618,0.997,11.12,32.62,48.75
2235,16.02,34.5,7.05,18.03,7.477,12.445,24.86,27.23,10.01,3.984,4.387,6.945
2236,20.78,14.36,74.4,16.7,29.47,21.44,2.652,2.457,13.1,7.758,10.09,12.97
2237,22.2,24.5,17.61,19.17,35.88,24.52,16.02,23.03,9.75,7.285,10.35,15.07
2238,14.95,15.37,4.56,32.4,9.805,2.434,17.06,8.88,7.293,4.633,4.676,12.15
2239,46.75,24.36,58.88,37.3,48.9,50.97,45.3,17.75,49.97,24.22,18.53,41.78
2240,27.98,12.22,11.12,18.06,9.4,9.125,8.59,12.484,17.28,8.95,8.99,11.664
2241,49.62,22.53,44.28,40.03,47.4,13.664,3.633,5.656,16.52,11.77,11.12,10.83
2242,20.67,100.3,59.2,41.1,26.02,70.1,5.383,6.688,3.629,10.5,7.47,7.973
2243,3.926,25.05,2.674,7.133,2.832,24.81,3.428,3.914,3.78,3.123,3.074,2.633
2244,38.75,9.42,10.88,31.06,13.9,6.004,6.395,3.5,2.488,3.197,36.22,8.0
2245,12.555,10.11,13.87,11.61,10.58,10.32,5.58,12.266,15.664,2.756,4.824,6.496
2246,22.94,133.1,7.86,52.8,9.47,91.44,26.55,30.86,35.25,14.8,31.61,82.75
2247,23.73,25.89,32.44,26.08,34.84,19.98,1.608,4.344,25.73,27.66,12.85,9.95
2248,14.86,12.086,32.22,11.46,26.02,21.47,11.74,8.76,5.812,8.14,5.695,9.125
2249,16.94,15.586,80.56,18.81,45.34,20.83,5.957,3.748,8.08,7.363,5.51,8.41
2250,52.06,7.113,8.195,16.02,9.49,5.31,6.777,1.415,3.658,5.465,3.312,5.266
2251,32.5,63.7,9.62,59.8,13.055,30.39,12.38,10.76,11.805,11.195,11.805,15.78
2252,6.695,35.8,12.95,94.25,12.06,17.12,7.406,3.441,8.08,7.16,18.5,110.5
2253,25.39,178.1,340.8,104.0,127.6,249.2,38.5,39.6,26.36,14.18,17.9,34.97
2254,3.154,21.02,9.5,6.78,2.787,21.05,6.62,10.0,13.16,4.473,6.754,3.654
2255,6.04,31.44,5.914,41.94,4.8,9.58,4.5,9.51,1.889,3.41,5.395,10.15
2256,47.38,93.5,70.3,71.2,25.23,108.1,10.92,18.45,25.14,28.55,44.62,31.06
2257,25.16,52.16,139.4,41.7,26.12,86.4,16.6,29.11,17.14,9.55,18.39,22.95
2258,12.48,38.12,67.9,26.73,22.25,42.03,6.996,7.348,24.02,24.45,12.06,11.94
2259,8.695,8.086,15.414,9.63,11.99,7.164,6.09,11.89,31.02,11.164,8.6,5.676
2260,24.78,33.5,8.5,35.28,7.637,15.26,38.44,31.62,24.89,15.17,10.37,10.4
2261,12.13,32.12,27.14,14.42,16.17,21.8,19.58,98.5,46.38,15.14,6.855,6.59
2262,6.457,39.72,26.83,14.22,7.555,106.06,9.1,4.7,6.12,5.496,9.195,9.31
2263,21.47,27.86,51.66,18.78,32.12,67.44,21.66,14.53,6.613,7.438,5.055,4.69
2264,43.4,21.05,13.57,26.28,15.54,13.29,24.94,20.11,13.805,7.543,11.43,11.484
2265,11.68,43.5,68.25,25.42,98.7,51.53,0.9766,3.932,9.516,8.12,11.375,13.44
2266,23.94,5.98,5.156,10.79,13.59,5.477,23.11,3.047,3.22,3.09,4.176,5.484
2267,17.17,51.2,53.47,21.31,12.76,102.8,2.875,13.984,22.88,13.016,18.73,20.11
2268,17.64,126.6,36.97,67.75,15.14,98.06,10.12,4.977,9.67,17.25,23.36,21.66
2269,23.89,16.56,11.28,16.66,9.695,15.6,2.275,9.17,21.61,11.44,10.336,7.61
2270,25.06,5.77,3.332,25.06,8.1,2.098,3.9,1.39,2.217,6.76,3.61,5.906
2271,15.664,12.625,14.37,11.125,26.62,10.65,3.174,2.61,10.63,3.156,3.732,5.59
2272,34.5,32.7,56.53,30.94,108.0,37.94,25.52,30.88,19.8,15.96,6.254,7.11
2273,23.83,49.28,70.0,32.5,31.95,55.22,18.12,30.25,48.22,18.77,19.27,36.72
2274,4.688,6.547,15.1,4.082,11.08,8.97,2.531,6.234,14.586,0.102,0.4236,0.717
2275,18.77,6.688,90.6,8.09,67.44,31.58,22.52,8.27,12.54,17.77,1.85,1.102
2276,34.47,47.3,25.83,48.7,28.11,33.66,16.34,5.69,8.19,10.72,24.12,20.55
2277,10.695,17.77,7.53,14.79,9.32,13.15,11.1,3.998,6.285,5.758,13.09,19.16
2278,25.77,103.3,33.03,57.12,44.06,79.9,15.77,2.12,4.504,6.83,25.92,44.53
2279,7.676,25.66,11.28,10.77,6.49,23.9,7.656,9.31,16.14,19.14,23.17,13.875
2280,55.2,7.58,46.1,19.97,121.0,15.07,9.875,3.895,14.97,9.26,7.383,7.027
2281,8.56,33.2,3.758,14.58,4.88,22.39,16.17,6.42,20.84,19.86,4.71,4.66
2282,7.13,30.55,11.14,12.125,4.973,26.77,4.004,11.8,28.53,13.4,19.22,11.71
2283,30.81,38.6,20.88,31.95,21.72,31.89,4.508,5.207,18.25,12.07,13.98,19.03
2284,6.668,37.47,8.125,21.44,2.729,14.4,13.234,4.883,12.23,8.75,6.848,5.926
2285,21.62,14.234,17.8,15.98,33.4,17.64,5.93,5.38,2.223,3.89,9.72,7.164
2286,20.14,17.58,41.34,21.61,52.84,11.57,16.16,3.713,14.16,7.406,5.258,4.406
2287,19.94,8.125,3.258,33.06,7.05,4.656,32.6,44.34,12.266,7.15,12.27,14.19
2288,34.22,13.22,10.445,14.36,11.39,13.15,7.35,7.05,21.28,4.61,5.582,11.13
2289,15.805,22.84,24.06,23.22,21.23,24.66,2.861,7.156,8.21,7.453,9.88,20.64
2290,17.56,26.27,32.2,24.36,10.16,33.34,14.7,2.709,13.79,16.69,13.81,27.69
2291,32.2,14.6,8.05,22.7,17.14,9.984,6.207,3.637,13.875,12.08,7.445,9.67
2292,33.4,39.94,93.1,34.94,55.78,67.9,33.34,8.164,9.23,9.555,8.305,38.03
2293,25.11,43.72,25.55,36.44,14.6,43.6,3.053,2.678,4.242,11.89,18.06,31.38
2294,23.67,6.836,4.08,10.53,33.28,7.145,5.613,10.74,7.723,5.17,3.797,3.957
2295,9.1,4.13,9.07,3.893,39.97,5.18,3.955,1.467,1.808,20.45,2.129,3.479
2296,18.12,92.94,38.16,37.88,10.67,132.6,17.67,32.78,29.6,19.55,23.92,35.25
2297,20.81,13.484,48.44,14.84,64.2,21.94,60.75,4.297,7.965,12.58,9.97,16.22
2298,9.234,17.34,18.95,11.88,27.9,16.78,9.54,10.26,18.67,7.344,5.45,4.46
2299,27.16,34.53,10.17,39.6,20.52,18.94,4.914,8.55,112.4,59.06,24.84,18.48
2300,20.97,17.61,57.75,18.36,27.05,12.85,15.7,37.8,10.555,5.62,10.3,14.15
2301,6.027,9.66,42.47,7.43,16.8,12.29,4.582,2.094,33.3,13.4,7.574,15.64
2302,29.55,11.89,6.7,16.67,17.62,7.715,62.44,16.56,46.0,16.3,8.83,21.94
2303,5.29,5.26,13.516,4.605,9.17,5.95,1.71,15.91,10.055,9.49,1.881,2.133
2304,36.53,23.42,4.96,32.5,29.47,8.055,10.56,11.95,17.17,27.73,19.11,13.28
2305,13.44,31.55,53.78,15.53,22.52,73.3,10.69,3.53,11.83,19.94,10.055,5.934
2306,7.395,39.97,3.535,18.27,3.408,9.484,19.78,2.781,7.797,10.6,13.84,18.08
2307,35.53,18.64,11.16,24.5,33.5,12.17,20.53,10.71,15.45,16.6,10.164,7.15
2308,11.945,57.3,4.016,32.1,8.125,14.51,3.598,52.5,45.12,30.53,25.98,42.2
2309,17.47,74.8,63.7,52.9,15.484,81.0,4.15,9.49,10.25,21.22,23.56,55.62
2310,23.88,196.2,70.0,71.4,25.2,143.1,37.38,8.28,0.678,8.2,44.75,51.3
2311,34.1,13.87,23.17,15.84,50.84,9.57,2.38,8.24,20.66,8.61,7.035,6.598
2312,21.66,11.84,7.605,24.4,12.36,3.92,23.55,4.2,3.764,3.516,8.17,32.8
2313,22.47,25.72,47.84,24.97,43.7,30.11,7.363,10.75,9.51,5.918,6.33,10.625
2314,9.18,10.0,19.36,13.5,2.1,13.08,1.234,3.334,5.28,11.984,8.16,7.95
2315,13.11,9.43,65.5,9.58,38.25,10.11,14.47,24.16,9.5,5.97,4.67,16.25
2316,7.098,12.945,17.44,11.38,8.12,15.11,5.53,4.16,8.875,1.739,3.2,5.473
2317,17.84,45.34,75.44,19.45,21.48,63.56,1.383,1.86,7.05,3.201,4.797,10.08
2318,8.99,8.15,19.48,11.234,24.02,10.62,35.94,18.89,7.035,6.402,5.305,8.64
2319,5.727,10.664,109.75,7.68,9.23,47.47,22.67,24.38,16.53,8.06,4.05,5.492
2320,39.2,107.0,22.03,68.5,17.52,69.1,171.9,13.516,13.49,18.25,13.45,11.695
2321,16.22,32.06,125.75,25.05,55.62,77.56,6.45,7.832,26.9,2.465,9.94,6.688
2322,3.637,12.64,8.9,7.33,6.035,21.19,7.91,9.11,8.086,6.195,2.555,2.857
2323,8.164,82.4,17.67,23.45,12.734,28.31,8.516,19.19,27.47,21.78,11.16,12.97
2324,28.6,31.06,33.16,35.75,77.75,30.88,24.64,5.586,25.33,28.95,9.44,10.55
2325,23.55,9.72,8.81,13.49,55.94,7.426,8.54,13.625,12.27,4.727,4.758,8.96
2326,13.46,16.25,34.1,10.41,82.94,19.95,3.385,10.32,10.11,6.26,5.074,6.33
2327,40.66,36.44,29.11,33.75,47.8,37.25,4.508,3.15,17.98,19.5,18.47,35.97
2328,38.5,14.87,8.7,19.2,21.33,10.61,7.684,1.221,7.06,9.875,7.65,9.74
2329,12.22,15.305,72.6,12.17,39.97,33.25,13.19,4.344,11.35,6.84,6.6,7.383
2330,29.72,25.6,53.78,23.25,52.62,39.28,50.22,3.682,13.664,14.836,8.445,10.27
2331,17.83,25.2,47.03,23.34,17.25,41.03,6.016,3.682,6.57,105.6,6.723,7.24
2332,26.05,39.94,71.8,25.4,18.28,73.75,9.72,3.02,5.88,5.152,3.686,6.824
2333,55.25,16.39,77.6,18.47,159.5,18.42,8.98,2.963,7.03,13.24,7.363,5.254
2334,40.34,79.44,15.375,65.06,25.02,15.71,8.6,3.547,3.732,4.727,11.85,28.92
2335,22.31,53.56,21.2,45.88,17.61,33.7,13.77,25.22,21.16,14.375,14.88,21.23
2336,21.16,29.03,13.96,27.28,25.31,15.9,5.043,2.646,4.824,4.168,6.83,11.65
2337,52.8,19.33,25.64,26.27,88.7,21.28,6.9,5.824,9.51,8.41,9.06,10.02
2338,21.56,37.7,71.44,25.7,17.48,54.12,26.28,7.004,17.38,11.99,12.73,16.84
2339,42.94,194.2,78.25,156.0,31.84,175.9,60.12,35.88,40.9,125.7,114.0,125.0
2340,5.363,7.305,22.78,4.793,8.95,27.34,9.02,11.06,8.22,6.133,4.293,5.74
2341,11.58,16.39,36.12,10.195,10.25,38.28,9.03,4.957,5.31,10.84,7.99,17.44
2342,13.52,14.2,12.24,12.65,20.33,10.07,5.94,5.875,6.22,4.56,7.55,8.3
2343,6.496,12.21,13.66,5.062,7.9,30.0,6.516,13.64,6.336,7.355,7.043,5.906
2344,25.67,28.0,14.36,34.16,5.266,19.06,5.902,1.387,2.49,16.02,17.4,11.016
2345,18.34,86.6,66.25,32.5,32.47,127.5,10.66,12.04,9.16,5.16,4.37,6.64
2346,12.34,24.6,23.2,20.39,20.39,35.5,12.84,2.18,6.176,10.42,15.016,16.58
2347,4.684,13.164,12.5,6.25,6.055,31.1,10.945,4.78,8.266,1.869,2.686,4.113
2348,19.08,37.78,19.31,28.03,25.31,36.06,8.42,32.38,91.94,30.17,19.73,15.16
2349,13.86,61.88,15.74,22.36,15.69,26.11,8.44,10.21,7.45,4.25,3.867,5.383
2350,50.62,33.1,169.8,33.5,86.9,66.44,24.19,13.56,19.61,19.66,30.73,16.52
2351,3.584,42.38,13.24,12.125,1.582,97.2,5.734,26.33,14.17,11.375,9.164,17.12
2352,24.25,46.2,47.06,27.0,21.88,108.56,10.164,3.51,4.516,5.293,5.43,6.29
2353,10.74,58.6,13.86,23.84,6.484,150.2,4.117,29.27,70.9,23.81,35.75,15.4
2354,46.12,24.34,27.83,27.02,85.4,18.22,2.873,2.328,21.55,15.96,11.81,18.47
2355,9.72,10.71,34.78,8.41,18.12,16.66,6.793,10.77,19.36,9.4,6.516,8.14
2356,13.055,6.727,14.586,5.504,52.78,7.363,5.227,3.932,4.625,2.402,3.512,2.852
2357,97.1,125.8,108.56,108.7,76.06,118.94,68.6,5.44,19.19,48.06,49.56,49.34
2358,18.56,23.97,26.36,18.86,9.375,50.9,4.156,21.66,10.2,8.71,4.953,6.855
2359,40.6,62.56,165.5,48.94,36.94,95.9,12.24,5.113,8.67,34.0,29.39,82.5
2360,20.47,15.99,58.6,12.98,39.56,24.88,17.02,18.55,2.283,2.193,9.31,20.14
2361,12.24,31.47,8.695,25.14,7.15,10.84,7.53,3.924,8.12,9.52,10.64,19.56
2362,36.6,176.2,2.492,85.9,17.17,48.03,5.035,18.9,21.73,32.8,65.4,80.7
2363,11.84,14.055,28.38,11.9,14.69,8.25,11.805,6.62,10.27,6.742,10.64,9.17
2364,24.94,14.76,3.719,33.62,7.785,12.83,5.133,1.995,2.78,6.203,36.25,15.48
2365,50.72,24.02,11.03,26.25,31.81,26.39,13.57,12.27,18.12,18.31,27.95,35.88
2366,15.664,22.81,23.3,19.05,33.72,24.83,9.055,0.7944,5.246,17.7,6.75,5.613
2367,16.48,7.582,7.965,11.484,17.62,5.75,3.41,17.6,9.086,7.51,6.637,5.754
2368,12.56,24.58,31.28,17.11,13.914,38.3,4.082,18.89,21.2,11.1,9.97,14.26
2369,34.88,14.234,7.566,18.84,11.125,8.0,50.3,8.63,11.21,5.797,11.13,16.42
2370,9.98,135.0,2.523,31.27,3.428,21.17,4.348,8.32,11.24,15.16,27.39,38.94
2371,11.375,26.97,40.7,16.69,34.2,36.5,4.38,2.67,2.768,2.88,6.15,11.92
2372,31.62,97.4,11.3,51.25,13.97,45.9,17.48,12.59,28.94,22.77,27.92,24.97
2373,15.445,26.45,12.6,28.66,16.81,14.17,12.336,10.5,7.793,2.354,4.508,14.766
2374,17.34,4.86,7.508,7.465,21.47,7.758,22.69,3.71,8.19,5.688,5.7,6.86
2375,11.41,29.7,81.2,15.11,24.2,68.4,5.93,11.555,26.22,13.234,7.812,6.742
2376,17.31,28.97,33.75,19.12,26.66,72.75,2.85,3.797,14.55,7.926,8.055,20.94
2377,10.76,18.61,31.02,11.61,45.03,21.61,10.41,22.53,15.19,4.293,3.822,4.043
2378,8.55,6.71,47.28,4.99,24.88,23.84,5.96,7.46,7.68,3.713,2.594,5.9
2379,58.62,41.06,19.78,50.84,24.53,26.31,11.84,28.48,37.84,22.78,25.02,31.89
2380,9.22,12.04,8.71,10.79,10.88,11.086,13.66,4.965,2.465,3.32,4.605,6.117
2381,22.0,5.13,6.188,8.98,19.11,2.527,5.293,9.68,19.9,7.016,2.93,2.877
2382,9.91,27.94,60.56,18.25,8.93,36.12,5.77,18.34,30.02,20.2,17.4,19.78
2383,21.7,10.375,11.38,12.76,27.7,8.32,10.37,2.41,8.18,7.79,10.24,13.25
2384,69.06,43.8,106.44,57.3,89.25,35.34,4.94,12.17,10.28,19.9,18.94,29.58
2385,12.016,34.4,52.34,17.81,11.69,62.6,8.04,16.31,50.66,13.16,13.516,20.61
2386,33.7,118.6,67.94,60.9,37.53,171.8,30.06,4.855,14.21,15.83,5.195,13.52
2387,44.12,15.42,30.17,20.58,106.7,23.97,8.94,3.637,9.3,9.93,3.994,12.9
2388,6.96,39.25,20.56,18.88,3.787,39.22,7.09,14.44,12.55,9.11,5.93,12.81
2389,11.87,25.28,5.36,15.125,9.24,21.17,11.47,4.55,8.33,7.055,11.25,8.43
2390,11.48,25.12,28.17,18.52,47.88,22.17,2.602,5.465,2.564,4.89,7.62,12.56
2391,21.86,36.72,26.64,29.95,53.78,40.53,5.457,5.8,52.12,17.8,11.81,11.336
2392,44.2,21.83,7.04,34.72,11.01,11.73,9.93,4.7,21.55,18.17,15.445,12.67
2393,4.152,3.875,4.465,3.795,16.38,4.2,1.98,4.5,5.766,34.5,17.45,8.81
2394,15.34,8.9,7.15,10.46,25.05,9.38,4.543,6.965,21.58,10.89,5.875,5.57
2395,27.02,7.16,17.3,12.555,71.9,9.26,3.54,9.25,31.28,12.086,7.312,5.266
2396,24.23,45.7,66.5,30.56,26.48,68.8,29.77,7.812,10.86,16.78,17.1,16.42
2397,16.98,9.04,12.45,13.59,17.39,6.324,1.638,1.925,5.42,26.7,10.836,9.5
2398,33.34,86.8,53.0,65.75,62.28,78.4,18.2,3.344,10.44,14.28,23.78,31.45
2399,27.38,34.47,31.3,31.33,44.44,26.44,48.1,4.05,4.297,14.43,9.21,14.19
2400,29.9,25.1,46.84,18.61,38.8,57.56,169.9,18.78,17.8,12.92,30.06,11.37
2401,35.6,83.6,7.33,83.8,16.47,18.6,13.195,5.28,8.71,10.195,88.25,30.77
2402,12.08,20.84,26.36,13.41,20.7,17.67,3.373,7.277,16.05,6.53,3.582,4.027
2403,18.73,8.195,53.4,7.25,48.66,13.875,66.8,8.66,4.297,7.29,7.91,7.418
2404,46.56,18.39,18.45,28.36,35.9,18.5,3.445,6.156,7.586,15.664,12.984,19.3
2405,18.23,29.36,8.6,23.03,8.67,14.23,11.59,9.305,26.12,24.14,15.625,21.36
2406,8.08,22.31,58.94,14.484,13.875,36.53,13.305,10.234,24.44,13.87,11.67,11.67
2407,16.84,18.88,13.125,16.47,15.7,16.45,9.195,7.707,26.22,10.836,8.38,6.38
2408,63.22,9.22,2.03,28.45,4.227,5.17,9.72,36.44,95.9,5.95,5.36,6.336
2409,11.02,6.113,12.62,7.625,41.78,6.914,7.996,17.89,7.246,5.33,8.46,6.26
2410,39.47,53.34,5.875,47.4,21.86,23.97,26.4,12.44,3.41,32.9,46.34,39.4
2411,4.824,15.16,58.75,4.945,14.414,53.28,1.152,6.098,9.086,2.33,9.52,6.527
2412,13.26,32.5,55.78,15.54,19.86,48.94,15.09,2.89,10.73,10.76,14.64,25.62
2413,28.6,24.23,58.2,22.94,38.38,32.25,3.5,3.838,29.56,23.92,17.78,9.055
2414,14.76,18.5,23.19,16.2,15.375,19.12,6.547,4.453,17.36,10.336,11.516,9.6
2415,23.48,17.44,12.96,14.64,22.55,9.33,6.383,3.625,3.621,14.21,6.082,5.754
2416,4.715,1.72,6.992,3.098,45.9,1.67,22.8,2.812,1.404,2.541,2.645,2.338
